year,team,team_code,shirt_number,player,position,position_group,rating,is_legend
2014,Algeria,alg,1,Si Mohamed,Goalkeeper,Goalkeepers,73,false
2014,Algeria,alg,16,Zemmamouche,Goalkeeper,Goalkeepers,73,false
2014,Algeria,alg,3,Ghoulam,Left-back,Defence,79,false
2014,Algeria,alg,2,Bougherra,Centre-back,Defence,78,false
2014,Algeria,alg,20,Mandi,Centre-back,Defence,77,false
2014,Algeria,alg,5,Halliche,Centre-back,Defence,76,false
2014,Algeria,alg,12,Medjani,Centre-back,Defence,76,false
2014,Algeria,alg,6,Mesbah,Left-back,Defence,75,false
2014,Algeria,alg,4,Belkalem,Centre-back,Defence,74,false
2014,Algeria,alg,17,Cadamuro,Right-back,Defence,73,false
2014,Algeria,alg,10,Feghouli,Defensive midfielder,Midfield,81,false
2014,Algeria,alg,11,Brahimi,Attacking midfielder,Midfield,81,false
2014,Algeria,alg,14,Bentaleb,Defensive midfielder,Midfield,78,false
2014,Algeria,alg,7,Yebda,Defensive midfielder,Midfield,76,false
2014,Algeria,alg,8,Lacen,Defensive midfielder,Midfield,76,false
2014,Algeria,alg,18,Djabou,Left midfielder,Midfield,76,false
2014,Algeria,alg,19,Taïder,Midfielder,Midfield,76,false
2014,Algeria,alg,22,Mostefa,Defensive midfielder,Midfield,74,false
2014,Algeria,alg,21,Mahrez,Right winger,Attack,82,false
2014,Algeria,alg,13,Slimani,Centre-forward,Attack,81,false
2014,Algeria,alg,15,Soudani,Centre-forward,Attack,78,false
2014,Algeria,alg,9,Ghilas,Centre-forward,Attack,74,false
2014,Chile,chi,1,Bravo,Goalkeeper,Goalkeepers,86,false
2014,Chile,chi,23,Herrera,Goalkeeper,Goalkeepers,71,false
2014,Chile,chi,12,Toselli,Goalkeeper,Goalkeepers,70,false
2014,Chile,chi,17,Medel,Centre-back,Defence,82,false
2014,Chile,chi,4,Isla,Right-back,Defence,80,false
2014,Chile,chi,2,Mena,Left-back,Defence,77,false
2014,Chile,chi,18,Jara,Centre-back,Defence,77,false
2014,Chile,chi,13,Rojas,Centre-back,Defence,74,false
2014,Chile,chi,3,Albornoz,Left-back,Defence,72,false
2014,Chile,chi,8,Vidal,Defensive midfielder,Midfield,87,true
2014,Chile,chi,20,Aránguiz,Defensive midfielder,Midfield,80,false
2014,Chile,chi,10,Valdivia,Attacking midfielder,Midfield,79,false
2014,Chile,chi,21,M. Díaz,Defensive midfielder,Midfield,79,false
2014,Chile,chi,15,Beausejour,Left midfielder,Midfield,78,false
2014,Chile,chi,6,Carmona,Defensive midfielder,Midfield,76,false
2014,Chile,chi,14,Orellana,Left midfielder,Midfield,75,false
2014,Chile,chi,5,F. Silva,Defensive midfielder,Midfield,74,false
2014,Chile,chi,16,F. Gutiérrez,Midfielder,Midfield,73,false
2014,Chile,chi,19,Fuenzalida,Right midfielder,Midfield,73,false
2014,Chile,chi,7,Alexis,Right winger,Attack,88,true
2014,Chile,chi,11,Vargas,Centre-forward,Attack,82,false
2014,Chile,chi,9,Pinilla,Centre-forward,Attack,76,false
2014,Chile,chi,22,Paredes,Centre-forward,Attack,73,false
2014,Ivory Coast,civ,1,Barry,Goalkeeper,Goalkeepers,76,false
2014,Ivory Coast,civ,16,Gbohouo,Goalkeeper,Goalkeepers,73,false
2014,Ivory Coast,civ,23,Mandé,Goalkeeper,Goalkeepers,71,false
2014,Ivory Coast,civ,4,Kolo Touré,Centre-back,Defence,81,false
2014,Ivory Coast,civ,17,Aurier,Right-back,Defence,81,false
2014,Ivory Coast,civ,5,Zokora,Centre-back,Defence,78,false
2014,Ivory Coast,civ,3,Boka,Left-back,Defence,77,false
2014,Ivory Coast,civ,22,Bamba,Centre-back,Defence,77,false
2014,Ivory Coast,civ,18,Djakpa,Left-back,Defence,74,false
2014,Ivory Coast,civ,7,Akpa Akpro,Right-back,Defence,73,false
2014,Ivory Coast,civ,2,Viera,Centre-back,Defence,72,false
2014,Ivory Coast,civ,19,Yaya Touré,Midfielder,Midfield,88,false
2014,Ivory Coast,civ,9,Tioté,Defensive midfielder,Midfield,80,false
2014,Ivory Coast,civ,20,Serey Dié,Defensive midfielder,Midfield,76,false
2014,Ivory Coast,civ,14,Diomandé,Defensive midfielder,Midfield,74,false
2014,Ivory Coast,civ,11,Drogba,Centre-forward,Attack,82,true
2014,Ivory Coast,civ,12,Bony,Centre-forward,Attack,82,false
2014,Ivory Coast,civ,10,Gervinho,Right winger,Attack,81,false
2014,Ivory Coast,civ,8,Kalou,Left winger,Attack,80,false
2014,Ivory Coast,civ,15,Gradel,Left winger,Attack,78,false
2014,Ivory Coast,civ,13,Ya Konan,Centre-forward,Attack,75,false
2014,Ivory Coast,civ,21,Sio,Centre-forward,Attack,75,false
2014,Ivory Coast,civ,6,Bolly,Left winger,Attack,72,false
2014,Ghana,gha,16,Dauda,Goalkeeper,Goalkeepers,76,false
2014,Ghana,gha,12,Kwarasey,Goalkeeper,Goalkeepers,73,false
2014,Ghana,gha,1,Adams,Goalkeeper,Goalkeepers,66,false
2014,Ghana,gha,21,Boye,Centre-back,Defence,76,false
2014,Ghana,gha,23,Afful,Right-back,Defence,76,false
2014,Ghana,gha,19,J. Mensah,Centre-back,Defence,75,false
2014,Ghana,gha,4,Opare,Right-back,Defence,74,false
2014,Ghana,gha,2,Inkoom,Right-back,Defence,72,false
2014,Ghana,gha,15,Sumaila,Centre-back,Defence,71,false
2014,Ghana,gha,20,Asamoah,Left midfielder,Midfield,85,false
2014,Ghana,gha,9,KP Boateng,Midfielder,Midfield,84,false
2014,Ghana,gha,5,Essien,Defensive midfielder,Midfield,82,true
2014,Ghana,gha,11,Muntari,Midfielder,Midfield,80,false
2014,Ghana,gha,22,Wakaso,Defensive midfielder,Midfield,78,false
2014,Ghana,gha,8,Badu,Defensive midfielder,Midfield,77,false
2014,Ghana,gha,6,Acquah,Defensive midfielder,Midfield,74,false
2014,Ghana,gha,17,Rabiu,Defensive midfielder,Midfield,73,false
2014,Ghana,gha,10,A. Ayew,Right winger,Attack,84,false
2014,Ghana,gha,3,Gyan,Centre-forward,Attack,83,true
2014,Ghana,gha,7,Atsu,Left winger,Attack,79,false
2014,Ghana,gha,13,J. Ayew,Centre-forward,Attack,79,false
2014,Ghana,gha,18,Waris,Centre-forward,Attack,74,false
2014,Greece,gre,1,Karnezis,Goalkeeper,Goalkeepers,78,false
2014,Greece,gre,12,Glykos,Goalkeeper,Goalkeepers,73,false
2014,Greece,gre,13,Kapino,Goalkeeper,Goalkeepers,73,false
2014,Greece,gre,19,Sokratis,Centre-back,Defence,82,false
2014,Greece,gre,4,Manolas,Centre-back,Defence,80,false
2014,Greece,gre,15,Torosidis,Right-back,Defence,78,false
2014,Greece,gre,3,Tzavellas,Left-back,Defence,76,false
2014,Greece,gre,20,Holebas,Left-back,Defence,76,false
2014,Greece,gre,11,Vyntra,Centre-back,Defence,75,false
2014,Greece,gre,5,Moras,Centre-back,Defence,74,false
2014,Greece,gre,10,Karagounis,Midfielder,Midfield,80,true
2014,Greece,gre,21,Katsouranis,Defensive midfielder,Midfield,78,false
2014,Greece,gre,22,Samaris,Defensive midfielder,Midfield,77,false
2014,Greece,gre,2,Maniatis,Right midfielder,Midfield,76,false
2014,Greece,gre,8,Kone,Midfielder,Midfield,76,false
2014,Greece,gre,6,Tziolis,Defensive midfielder,Midfield,75,false
2014,Greece,gre,16,Christodoulopoulos,Left midfielder,Midfield,75,false
2014,Greece,gre,23,Tachtsidis,Defensive midfielder,Midfield,74,false
2014,Greece,gre,7,Samaras,Left winger,Attack,81,false
2014,Greece,gre,9,Mitroglou,Centre-forward,Attack,79,false
2014,Greece,gre,14,Salpingidis,Right winger,Attack,76,false
2014,Greece,gre,17,Gekas,Centre-forward,Attack,75,false
2014,Greece,gre,18,Fetfatzidis,Right winger,Attack,75,false
2014,Switzerland,sui,1,Benaglio,Goalkeeper,Goalkeepers,80,false
2014,Switzerland,sui,12,Sommer,Goalkeeper,Goalkeepers,79,false
2014,Switzerland,sui,21,Bürki,Goalkeeper,Goalkeepers,75,false
2014,Switzerland,sui,2,Lichtsteiner,Right-back,Defence,82,false
2014,Switzerland,sui,13,R. Rodríguez,Left-back,Defence,80,false
2014,Switzerland,sui,22,Schär,Centre-back,Defence,78,false
2014,Switzerland,sui,4,Senderos,Centre-back,Defence,76,false
2014,Switzerland,sui,20,Djourou,Centre-back,Defence,76,false
2014,Switzerland,sui,5,von Bergen,Centre-back,Defence,75,false
2014,Switzerland,sui,3,Ziegler,Left-back,Defence,74,false
2014,Switzerland,sui,6,Lang,Right-back,Defence,74,false
2014,Switzerland,sui,8,Inler,Defensive midfielder,Midfield,80,false
2014,Switzerland,sui,10,Xhaka,Midfielder,Midfield,80,false
2014,Switzerland,sui,7,Barnetta,Right midfielder,Midfield,79,false
2014,Switzerland,sui,11,Behrami,Defensive midfielder,Midfield,78,false
2014,Switzerland,sui,15,Džemaili,Defensive midfielder,Midfield,76,false
2014,Switzerland,sui,16,G. Fernandes,Defensive midfielder,Midfield,76,false
2014,Switzerland,sui,23,Shaqiri,Right winger,Attack,83,false
2014,Switzerland,sui,19,Drmić,Centre-forward,Attack,77,false
2014,Switzerland,sui,9,Seferović,Centre-forward,Attack,76,false
2014,Switzerland,sui,18,Mehmedi,Right winger,Attack,76,false
2014,Switzerland,sui,14,Stocker,Left winger,Attack,75,false
2014,Switzerland,sui,17,Gavranović,Centre-forward,Attack,74,false
2014,Nigeria,nga,1,Enyeama,Goalkeeper,Goalkeepers,84,true
2014,Nigeria,nga,16,Ejide,Goalkeeper,Goalkeepers,72,false
2014,Nigeria,nga,21,Agbim,Goalkeeper,Goalkeepers,70,false
2014,Nigeria,nga,2,Yobo,Centre-back,Defence,80,false
2014,Nigeria,nga,5,Ambrose,Centre-back,Defence,79,false
2014,Nigeria,nga,22,Omeruo,Centre-back,Defence,77,false
2014,Nigeria,nga,14,Oboabona,Centre-back,Defence,76,false
2014,Nigeria,nga,6,Egwuekwe,Centre-back,Defence,74,false
2014,Nigeria,nga,13,Oshaniwa,Left-back,Defence,74,false
2014,Nigeria,nga,12,Odunlami,Right-back,Defence,70,false
2014,Nigeria,nga,10,Mikel,Defensive midfielder,Midfield,83,true
2014,Nigeria,nga,17,Onazi,Defensive midfielder,Midfield,78,false
2014,Nigeria,nga,3,Uzoenyi,Left midfielder,Midfield,73,false
2014,Nigeria,nga,4,Gabriel,Defensive midfielder,Midfield,73,false
2014,Nigeria,nga,18,Babatunde,Left midfielder,Midfield,72,false
2014,Nigeria,nga,7,Musa,Left winger,Attack,83,false
2014,Nigeria,nga,11,Moses,Right winger,Attack,82,false
2014,Nigeria,nga,9,Emenike,Centre-forward,Attack,81,false
2014,Nigeria,nga,8,Odemwingie,Centre-forward,Attack,79,false
2014,Nigeria,nga,23,Ameobi,Centre-forward,Attack,75,false
2014,Nigeria,nga,19,Nwofor,Centre-forward,Attack,73,false
2014,Nigeria,nga,20,Uchebo,Centre-forward,Attack,72,false
2014,Costa Rica,crc,1,Navas,Goalkeeper,Goalkeepers,88,true
2014,Costa Rica,crc,18,Pemberton,Goalkeeper,Goalkeepers,68,false
2014,Costa Rica,crc,23,Cambronero,Goalkeeper,Goalkeepers,66,false
2014,Costa Rica,crc,3,González,Centre-back,Defence,78,false
2014,Costa Rica,crc,4,Umaña,Centre-back,Defence,75,false
2014,Costa Rica,crc,6,Duarte,Centre-back,Defence,75,false
2014,Costa Rica,crc,2,Acosta,Centre-back,Defence,74,false
2014,Costa Rica,crc,15,Díaz,Left-back,Defence,74,false
2014,Costa Rica,crc,16,Gamboa,Right-back,Defence,74,false
2014,Costa Rica,crc,19,Miller,Left-back,Defence,72,false
2014,Costa Rica,crc,8,Myrie,Right-back,Defence,71,false
2014,Costa Rica,crc,12,Francis,Left-back,Defence,71,false
2014,Costa Rica,crc,10,Ruiz,Attacking midfielder,Midfield,80,false
2014,Costa Rica,crc,5,Borges,Defensive midfielder,Midfield,78,false
2014,Costa Rica,crc,7,Bolaños,Right midfielder,Midfield,76,false
2014,Costa Rica,crc,17,Tejeda,Defensive midfielder,Midfield,74,false
2014,Costa Rica,crc,11,Barrantes,Left midfielder,Midfield,72,false
2014,Costa Rica,crc,20,Calvo,Left midfielder,Midfield,70,false
2014,Costa Rica,crc,22,Cubero,Defensive midfielder,Midfield,70,false
2014,Costa Rica,crc,13,Granados,Defensive midfielder,Midfield,68,false
2014,Costa Rica,crc,9,Campbell,Right winger,Attack,79,false
2014,Costa Rica,crc,21,Ureña,Centre-forward,Attack,73,false
2014,Costa Rica,crc,14,Brenes,Centre-forward,Attack,71,false
2018,Spain,esp,1,De Gea,Goalkeeper,Goalkeepers,85,false
2018,Spain,esp,13,Kepa,Goalkeeper,Goalkeepers,76,false
2018,Spain,esp,23,S. Rico,Goalkeeper,Goalkeepers,74,false
2018,Spain,esp,15,Ramos,Centre-back,Defence,91,true
2018,Spain,esp,3,Piqué,Centre-back,Defence,88,false
2018,Spain,esp,18,J. Alba,Left-back,Defence,87,false
2018,Spain,esp,2,Carvajal,Right-back,Defence,85,false
2018,Spain,esp,14,Azpilicueta,Right-back,Defence,83,false
2018,Spain,esp,4,Nacho,Centre-back,Defence,82,false
2018,Spain,esp,16,Monreal,Left-back,Defence,79,false
2018,Spain,esp,6,Iniesta,Midfielder,Midfield,91,true
2018,Spain,esp,5,Busquets,Defensive midfielder,Midfield,90,false
2018,Spain,esp,21,D. Silva,Midfielder,Midfield,89,false
2018,Spain,esp,22,Isco,Midfielder,Midfield,86,false
2018,Spain,esp,10,Thiago,Midfielder,Midfield,86,false
2018,Spain,esp,8,Koke,Defensive midfielder,Midfield,83,false
2018,Spain,esp,7,Saúl,Midfielder,Midfield,80,false
2018,Spain,esp,19,D. Costa,Centre-forward,Attack,85,false
2018,Spain,esp,20,Asensio,Right winger,Attack,84,false
2018,Spain,esp,17,Aspas,Centre-forward,Attack,81,false
2018,Spain,esp,9,Rodrigo,Centre-forward,Attack,80,false
2018,Spain,esp,11,L. Vázquez,Right winger,Attack,79,false
2018,Brazil,bra,1,Alisson,Goalkeeper,Goalkeepers,91,true
2018,Brazil,bra,23,Ederson,Goalkeeper,Goalkeepers,85,false
2018,Brazil,bra,16,Cássio,Goalkeeper,Goalkeepers,79,false
2018,Brazil,bra,2,T. Silva,Centre-back,Defence,88,true
2018,Brazil,bra,12,Marcelo,Left-back,Defence,88,false
2018,Brazil,bra,13,Marquinhos,Centre-back,Defence,85,false
2018,Brazil,bra,3,Miranda,Centre-back,Defence,82,false
2018,Brazil,bra,6,Filipe Luís,Left-back,Defence,80,false
2018,Brazil,bra,14,Danilo,Right-back,Defence,78,false
2018,Brazil,bra,22,Fagner,Right-back,Defence,76,false
2018,Brazil,bra,4,Geromel,Centre-back,Defence,72,false
2018,Brazil,bra,11,Coutinho,Attacking midfielder,Midfield,88,false
2018,Brazil,bra,5,Casemiro,Defensive midfielder,Midfield,87,false
2018,Brazil,bra,15,Paulinho,Midfielder,Midfield,81,false
2018,Brazil,bra,17,Fernandinho,Defensive midfielder,Midfield,80,false
2018,Brazil,bra,8,R. Augusto,Left midfielder,Midfield,79,false
2018,Brazil,bra,10,Neymar,Left winger,Attack,93,true
2018,Brazil,bra,9,G. Jesus,Centre-forward,Attack,84,false
2018,Brazil,bra,20,Firmino,Centre-forward,Attack,83,false
2018,Brazil,bra,7,D. Costa,Right winger,Attack,81,false
2018,Brazil,bra,19,Willian,Right winger,Attack,80,false
2018,Brazil,bra,21,Taison,Left winger,Attack,74,false
2018,France,fra,1,Lloris,Goalkeeper,Goalkeepers,86,false
2018,France,fra,16,Mandanda,Goalkeeper,Goalkeepers,77,false
2018,France,fra,23,Areola,Goalkeeper,Goalkeepers,73,false
2018,France,fra,4,Varane,Centre-back,Defence,89,false
2018,France,fra,5,Umtiti,Centre-back,Defence,85,false
2018,France,fra,21,Lucas Hernandez,Left-back,Defence,82,false
2018,France,fra,2,Pavard,Right-back,Defence,81,false
2018,France,fra,3,Kimpembe,Centre-back,Defence,78,false
2018,France,fra,19,Sidibé,Right-back,Defence,78,false
2018,France,fra,22,Mendy,Left-back,Defence,77,false
2018,France,fra,17,Rami,Centre-back,Defence,75,false
2018,France,fra,13,Kanté,Defensive midfielder,Midfield,91,false
2018,France,fra,6,Pogba,Defensive midfielder,Midfield,90,false
2018,France,fra,14,Matuidi,Left midfielder,Midfield,82,false
2018,France,fra,12,Tolisso,Defensive midfielder,Midfield,79,false
2018,France,fra,18,Fekir,Attacking midfielder,Midfield,79,false
2018,France,fra,8,Lemar,Left midfielder,Midfield,78,false
2018,France,fra,15,Nzonzi,Defensive midfielder,Midfield,77,false
2018,France,fra,10,Mbappé,Right winger,Attack,94,true
2018,France,fra,7,Griezmann,Centre-forward,Attack,90,false
2018,France,fra,9,Giroud,Centre-forward,Attack,82,false
2018,France,fra,11,Dembélé,Right winger,Attack,79,false
2018,France,fra,20,Thauvin,Right winger,Attack,77,false
2018,Argentina,arg,12,Armani,Goalkeeper,Goalkeepers,82,false
2018,Argentina,arg,1,Guzmán,Goalkeeper,Goalkeepers,79,false
2018,Argentina,arg,23,Caballero,Goalkeeper,Goalkeepers,78,false
2018,Argentina,arg,17,Otamendi,Centre-back,Defence,86,false
2018,Argentina,arg,14,Mascherano,Centre-back,Defence,85,false
2018,Argentina,arg,3,Tagliafico,Left-back,Defence,82,false
2018,Argentina,arg,2,Mercado,Right-back,Defence,78,false
2018,Argentina,arg,16,Rojo,Centre-back,Defence,78,false
2018,Argentina,arg,4,Ansaldi,Left-back,Defence,76,false
2018,Argentina,arg,6,Fazio,Centre-back,Defence,76,false
2018,Argentina,arg,7,Banega,Midfielder,Midfield,81,false
2018,Argentina,arg,5,Biglia,Midfielder,Midfield,80,false
2018,Argentina,arg,20,Lo Celso,Midfielder,Midfield,78,false
2018,Argentina,arg,15,E. Pérez,Midfielder,Midfield,77,false
2018,Argentina,arg,10,Messi,Right winger,Attack,94,true
2018,Argentina,arg,19,Agüero,Centre-forward,Attack,89,true
2018,Argentina,arg,11,Di María,Left winger,Attack,88,true
2018,Argentina,arg,9,Higuaín,Centre-forward,Attack,86,false
2018,Argentina,arg,21,Dybala,Left winger,Attack,85,false
2018,Argentina,arg,22,Pavón,Right winger,Attack,77,false
2018,Argentina,arg,18,Salvio,Right winger,Attack,76,false
2018,Argentina,arg,13,Meza,Right winger,Attack,75,false
2018,Belgium,bel,1,Courtois,Goalkeeper,Goalkeepers,89,false
2018,Belgium,bel,12,Mignolet,Goalkeeper,Goalkeepers,74,false
2018,Belgium,bel,13,Casteels,Goalkeeper,Goalkeepers,72,false
2018,Belgium,bel,4,Kompany,Centre-back,Defence,85,false
2018,Belgium,bel,2,Alderweireld,Centre-back,Defence,84,false
2018,Belgium,bel,5,Vertonghen,Centre-back,Defence,83,false
2018,Belgium,bel,15,Meunier,Right-back,Defence,79,false
2018,Belgium,bel,3,Vermaelen,Centre-back,Defence,76,false
2018,Belgium,bel,20,Boyata,Centre-back,Defence,72,false
2018,Belgium,bel,23,Dendoncker,Centre-back,Defence,71,false
2018,Belgium,bel,7,De Bruyne,Defensive midfielder,Midfield,91,true
2018,Belgium,bel,6,Witsel,Defensive midfielder,Midfield,82,false
2018,Belgium,bel,11,Carrasco,Left midfielder,Midfield,78,false
2018,Belgium,bel,19,Dembélé,Defensive midfielder,Midfield,78,false
2018,Belgium,bel,8,Fellaini,Defensive midfielder,Midfield,77,false
2018,Belgium,bel,16,T. Hazard,Left midfielder,Midfield,76,false
2018,Belgium,bel,17,Tielemans,Defensive midfielder,Midfield,75,false
2018,Belgium,bel,22,Chadli,Left midfielder,Midfield,74,false
2018,Belgium,bel,10,Hazard,Left winger,Attack,92,true
2018,Belgium,bel,9,Lukaku,Centre-forward,Attack,85,false
2018,Belgium,bel,14,Mertens,Right winger,Attack,83,false
2018,Belgium,bel,21,Batshuayi,Centre-forward,Attack,75,false
2018,Belgium,bel,18,Januzaj,Right winger,Attack,73,false
2018,Croatia,cro,23,Subašić,Goalkeeper,Goalkeepers,80,false
2018,Croatia,cro,1,Livaković,Goalkeeper,Goalkeepers,76,false
2018,Croatia,cro,12,Lovre Kalinić,Goalkeeper,Goalkeepers,72,false
2018,Croatia,cro,2,Vrsaljko,Right-back,Defence,81,false
2018,Croatia,cro,6,Lovren,Centre-back,Defence,81,false
2018,Croatia,cro,21,Vida,Centre-back,Defence,80,false
2018,Croatia,cro,5,Ćorluka,Centre-back,Defence,78,false
2018,Croatia,cro,3,Strinić,Left-back,Defence,77,false
2018,Croatia,cro,15,Ćaleta-Car,Centre-back,Defence,76,false
2018,Croatia,cro,13,Jedvaj,Right-back,Defence,74,false
2018,Croatia,cro,22,Pivarić,Left-back,Defence,74,false
2018,Croatia,cro,10,Modrić,Defensive midfielder,Midfield,95,true
2018,Croatia,cro,7,Rakitić,Defensive midfielder,Midfield,85,false
2018,Croatia,cro,8,Kovačić,Defensive midfielder,Midfield,82,false
2018,Croatia,cro,11,Brozović,Defensive midfielder,Midfield,82,false
2018,Croatia,cro,19,Badelj,Defensive midfielder,Midfield,76,false
2018,Croatia,cro,14,Bradarić,Defensive midfielder,Midfield,73,false
2018,Croatia,cro,4,Perišić,Left winger,Attack,84,false
2018,Croatia,cro,17,Mandžukić,Centre-forward,Attack,84,false
2018,Croatia,cro,9,Kramarić,Centre-forward,Attack,80,false
2018,Croatia,cro,18,Rebić,Right winger,Attack,79,false
2018,Croatia,cro,16,Nikola Kalinić,Centre-forward,Attack,77,false
2018,Croatia,cro,20,Pjaca,Left winger,Attack,74,false
2018,Colombia,col,1,Ospina,Goalkeeper,Goalkeepers,81,false
2018,Colombia,col,12,Vargas,Goalkeeper,Goalkeepers,74,false
2018,Colombia,col,22,Jo. Cuadrado,Goalkeeper,Goalkeepers,72,false
2018,Colombia,col,23,D. Sánchez,Centre-back,Defence,82,false
2018,Colombia,col,13,Mina,Centre-back,Defence,81,false
2018,Colombia,col,4,Arias,Right-back,Defence,80,false
2018,Colombia,col,2,Zapata,Centre-back,Defence,79,false
2018,Colombia,col,3,Murillo,Centre-back,Defence,76,false
2018,Colombia,col,17,Mojica,Left-back,Defence,75,false
2018,Colombia,col,18,F. Díaz,Left-back,Defence,73,false
2018,Colombia,col,10,James,Attacking midfielder,Midfield,87,true
2018,Colombia,col,5,Barrios,Defensive midfielder,Midfield,79,false
2018,Colombia,col,6,C. Sánchez,Defensive midfielder,Midfield,79,false
2018,Colombia,col,20,Quintero,Attacking midfielder,Midfield,79,false
2018,Colombia,col,16,Lerma,Defensive midfielder,Midfield,78,false
2018,Colombia,col,8,Aguilar,Midfielder,Midfield,77,false
2018,Colombia,col,15,Uribe,Defensive midfielder,Midfield,77,false
2018,Colombia,col,9,Falcao,Centre-forward,Attack,84,true
2018,Colombia,col,11,Ju. Cuadrado,Right winger,Attack,82,false
2018,Colombia,col,7,Bacca,Centre-forward,Attack,79,false
2018,Colombia,col,14,Muriel,Left winger,Attack,78,false
2018,Colombia,col,19,Borja,Centre-forward,Attack,76,false
2018,Colombia,col,21,Izquierdo,Left winger,Attack,76,false
2018,Uruguay,uru,1,Muslera,Goalkeeper,Goalkeepers,80,false
2018,Uruguay,uru,23,M. Silva,Goalkeeper,Goalkeepers,74,false
2018,Uruguay,uru,12,Campaña,Goalkeeper,Goalkeepers,72,false
2018,Uruguay,uru,3,Godín,Centre-back,Defence,86,true
2018,Uruguay,uru,2,Giménez,Centre-back,Defence,82,false
2018,Uruguay,uru,22,Cáceres,Centre-back,Defence,78,false
2018,Uruguay,uru,16,Pereira,Right-back,Defence,77,false
2018,Uruguay,uru,17,Laxalt,Left-back,Defence,77,false
2018,Uruguay,uru,19,Coates,Centre-back,Defence,76,false
2018,Uruguay,uru,4,Varela,Right-back,Defence,75,false
2018,Uruguay,uru,13,G. Silva,Left-back,Defence,74,false
2018,Uruguay,uru,6,Bentancur,Defensive midfielder,Midfield,81,false
2018,Uruguay,uru,14,Torreira,Defensive midfielder,Midfield,81,false
2018,Uruguay,uru,15,Vecino,Midfielder,Midfield,80,false
2018,Uruguay,uru,10,De Arrascaeta,Attacking midfielder,Midfield,79,false
2018,Uruguay,uru,5,Sánchez,Defensive midfielder,Midfield,78,false
2018,Uruguay,uru,8,Nández,Right midfielder,Midfield,78,false
2018,Uruguay,uru,7,Rodríguez,Left midfielder,Midfield,77,false
2018,Uruguay,uru,9,Suárez,Centre-forward,Attack,88,true
2018,Uruguay,uru,21,Cavani,Centre-forward,Attack,87,true
2018,Uruguay,uru,11,Stuani,Centre-forward,Attack,77,false
2018,Uruguay,uru,18,Gómez,Centre-forward,Attack,75,false
2018,Uruguay,uru,20,Urretaviscaya,Left winger,Attack,73,false
2018,England,eng,1,Pickford,Goalkeeper,Goalkeepers,78,false
2018,England,eng,13,Butland,Goalkeeper,Goalkeepers,74,false
2018,England,eng,23,Pope,Goalkeeper,Goalkeepers,72,false
2018,England,eng,2,Walker,Right-back,Defence,84,false
2018,England,eng,12,Trippier,Right-back,Defence,80,false
2018,England,eng,5,Stones,Centre-back,Defence,80,false
2018,England,eng,6,Maguire,Centre-back,Defence,80,false
2018,England,eng,22,Alexander-Arnold,Right-back,Defence,78,false
2018,England,eng,3,Rose,Left-back,Defence,76,false
2018,England,eng,15,Cahill,Centre-back,Defence,74,false
2018,England,eng,18,Ashley Young,Left-back,Defence,74,false
2018,England,eng,16,Jones,Centre-back,Defence,70,false
2018,England,eng,20,Dele Alli,Midfielder,Midfield,80,false
2018,England,eng,8,Henderson,Defensive midfielder,Midfield,76,false
2018,England,eng,7,Lingard,Attacking midfielder,Midfield,75,false
2018,England,eng,4,Dier,Defensive midfielder,Midfield,74,false
2018,England,eng,17,Delph,Midfielder,Midfield,72,false
2018,England,eng,21,Loftus-Cheek,Defensive midfielder,Midfield,72,false
2018,England,eng,9,Kane,Centre-forward,Attack,90,false
2018,England,eng,10,Sterling,Left winger,Attack,84,false
2018,England,eng,19,Rashford,Left winger,Attack,78,false
2018,England,eng,11,Vardy,Centre-forward,Attack,76,false
2018,England,eng,14,Welbeck,Centre-forward,Attack,72,false
2018,Morocco,mar,1,Bounou,Goalkeeper,Goalkeepers,80,false
2018,Morocco,mar,21,Mohamedi,Goalkeeper,Goalkeepers,74,false
2018,Morocco,mar,12,Tagnaouti,Goalkeeper,Goalkeepers,70,false
2018,Morocco,mar,5,Benatia,Centre-back,Defence,84,true
2018,Morocco,mar,2,Hakimi,Right-back,Defence,83,false
2018,Morocco,mar,6,Saïss,Centre-back,Defence,78,false
2018,Morocco,mar,4,M. Da Costa,Centre-back,Defence,76,false
2018,Morocco,mar,3,Mendyl,Left-back,Defence,73,false
2018,Morocco,mar,22,Benoun,Centre-back,Defence,72,false
2018,Morocco,mar,15,Baaha,Right-back,Defence,71,false
2018,Morocco,mar,11,Boussoufa,Attacking midfielder,Midfield,80,true
2018,Morocco,mar,10,Fajr,Midfielder,Midfield,79,false
2018,Morocco,mar,14,Belhanda,Midfielder,Midfield,79,false
2018,Morocco,mar,8,El Ahmadi,Defensive midfielder,Midfield,78,false
2018,Morocco,mar,19,S. Amrabat,Defensive midfielder,Midfield,77,false
2018,Morocco,mar,16,A. Harit,Attacking midfielder,Midfield,76,false
2018,Morocco,mar,7,Ziyech,Right winger,Attack,86,false
2018,Morocco,mar,13,Dirar,Right winger,Attack,77,false
2018,Morocco,mar,23,N. Amrabat,Left winger,Attack,76,false
2018,Morocco,mar,18,Carcela,Left winger,Attack,75,false
2018,Morocco,mar,9,El Kaabi,Centre-forward,Attack,74,false
2018,Morocco,mar,17,Boutaib,Centre-forward,Attack,72,false
2018,Morocco,mar,20,Bouhaddouz,Centre-forward,Attack,71,false
2018,Portugal,por,1,Rui Patrício,Goalkeeper,Goalkeepers,84,false
