year;team;name;position;rating;rating_ext;diff;is_collectible;is_legend
1990;BRA;Ricardo Gomes;CB;79;80;1;false;false
1994;GER;Ulf Kirsten;ST;79;80;1;false;false
1998;ARG;Roberto Sensini;CB;79;80;1;false;false
1998;CHI;Clarence Acuña;DM;79;80;1;false;false
1998;COL;Jorge Bermúdez;CB;79;80;1;false;false
1998;CRO;Dražen Ladić;GK;79;80;1;false;false
1998;CRO;Igor Štimac;CB;79;80;1;false;false
1998;CRO;Slaven Bilić;CB;79;80;1;false;false
1998;DEN;Ebbe Sand;ST;79;80;1;false;false
1998;ENG;Darren Anderton;RM;79;80;1;false;false
1998;FRA;Robert Pirès;RW;79;80;1;false;false
1998;FRA;David Trezeguet;ST;79;80;1;false;false
1998;ITA;Giuseppe Bergomi;CB;79;80;1;false;false
1998;NGA;Tijani Babangida;LW;79;80;1;false;false
1998;PAR;Roberto Acuña;CM;79;80;1;false;false
1998;YUG;Miroslav Đukić;CB;79;80;1;false;false
2002;FRA;Mikaël Silvestre;LB;79;80;1;false;false
2002;GER;Carsten Ramelow;CB;79;80;1;false;false
2006;FRA;Fabien Barthez;GK;79;80;1;false;false
2006;SUI;Tranquillo Barnetta;RM;79;80;1;false;false
2006;UKR;Serhiy Rebrov;ST;79;80;1;false;false
2010;MEX;Carlos Vela;LW;79;80;1;false;false
2010;POR;Tiago;CM;79;80;1;false;false
2014;BRA;Hernanes;CM;79;80;1;false;false
2014;GRE;Giorgos Karagounis;CM;79;80;1;false;true
2014;URU;Cristian Rodríguez;LM;79;80;1;false;false
2018;ARG;Lucas Biglia;DM;79;80;1;false;false
2018;CRO;Danijel Subašić;GK;79;80;1;false;false
2018;KOR;Ki Sung-yueng;DM;79;80;1;false;false
1990;TCH;Miroslav Kadlec;CB;78;79;1;false;false
1994;ARG;Abel Balbo;ST;78;79;1;false;false
1994;SWE;Roland Nilsson;RB;78;79;1;false;false
1998;ARG;Abel Balbo;ST;78;79;1;false;false
1998;BRA;Zé Roberto;LM;78;79;1;false;false
1998;CRO;Zvonimir Soldo;DM;78;79;1;false;false
1998;CRO;Goran Vlaović;ST;78;79;1;false;false
1998;ENG;Gareth Southgate;CB;78;79;1;false;false
1998;ENG;Rio Ferdinand;CB;78;79;1;false;false
1998;ENG;Paul Merson;AM;78;79;1;false;false
1998;ENG;Les Ferdinand;ST;78;79;1;false;false
1998;NGA;Rashidi Yekini;ST;78;79;1;false;false
1998;YUG;Slaviša Jokanović;DM;78;79;1;false;false
2006;BRA;Rogério Ceni;GK;78;79;1;false;false
2006;BRA;Cris;CB;78;79;1;false;false
2006;CIV;Emmanuel Eboué;RB;78;79;1;false;false
2006;CIV;Abdul Kader Keïta;RW;78;79;1;false;false
2006;CZE;Zdeněk Grygera;RB;78;79;1;false;false
2006;NED;Joris Mathijsen;CB;78;79;1;false;false
2006;SWE;Niclas Alexandersson;RM;78;79;1;false;false
2010;BRA;Júlio Baptista;CM;78;79;1;false;false
2010;CHI;Matías Fernández;AM;78;79;1;false;false
2014;ALG;Faouzi Ghoulam;LB;78;79;1;false;false
2014;CHI;Marcelo Díaz;DM;78;79;1;false;false
2014;CRC;Joel Campbell;RW;78;79;1;false;false
2014;NED;Daryl Janmaat;RB;78;79;1;false;false
2014;NGA;Peter Odemwingie;RW;78;79;1;false;false
2014;SUI;Yann Sommer;GK;78;79;1;false;false
2014;URU;Álvaro Pereira;LB;78;79;1;false;false
2018;COL;Cristián Zapata;CB;78;79;1;false;false
2018;COL;Wilmar Barrios;DM;78;79;1;false;false
2018;COL;Carlos Bacca;ST;78;79;1;false;false
2018;JPN;Hiroki Sakai;RB;78;79;1;false;false
2018;SUI;Fabian Schär;CB;78;79;1;false;false
2018;SWE;Viktor Claesson;RM;78;79;1;false;false
2018;URU;Giorgian de Arrascaeta;AM;78;79;1;false;false
2022;KOR;Hwang In-beom;CM;78;79;1;false;false
1990;ITA;Fernando De Napoli;CM;77;78;1;false;false
1994;ROU;Daniel Prodan;CB;77;78;1;false;false
1994;SWE;Joachim Björklund;CB;77;78;1;false;false
1994;USA;Tony Meola;GK;77;78;1;false;false
1994;USA;Alexi Lalas;CB;77;78;1;false;false
1998;CHI;Fabián Estay;AM;77;78;1;false;false
1998;COL;Adolfo Valencia;ST;77;78;1;false;false
1998;CRO;Igor Tudor;CB;77;78;1;false;false
1998;ENG;David Batty;DM;77;78;1;false;false
1998;FRA;Alain Boghossian;DM;77;78;1;false;false
1998;FRA;Christophe Dugarry;ST;77;78;1;false;false
1998;GER;Thomas Helmer;CB;77;78;1;false;false
1998;GER;Stefan Reuter;RB;77;78;1;false;false
1998;PAR;Francisco Arce;RB;77;78;1;false;false
1998;YUG;Ivica Kralj;GK;77;78;1;false;false
2002;ENG;Emile Heskey;ST;77;78;1;false;false
2002;FRA;Vincent Candela;LB;77;78;1;false;false
2006;ECU;Iván Kaviedes;ST;77;78;1;false;false
2006;GER;Thomas Hitzlsperger;CM;77;78;1;false;false
2006;GER;Tim Borowski;CM;77;78;1;false;false
2006;SWE;Teddy Lučić;CB;77;78;1;false;false
2006;SWE;Marcus Allbäck;ST;77;78;1;false;false
2006;UKR;Andriy Nesmachnyi;LB;77;78;1;false;false
2006;UKR;Andriy Rusol;CB;77;78;1;false;false
2010;ESP;Juan Mata;LW;77;78;1;false;false
2014;ALG;Madjid Bougherra;CB;77;78;1;false;false
2014;CIV;Didier Zokora;DM;77;78;1;false;false
2014;CIV;Max Gradel;LW;77;78;1;false;false
2014;CRC;Giancarlo González;CB;77;78;1;false;false
2014;FRA;Morgan Schneiderlin;DM;77;78;1;false;false
2014;GRE;Kostas Katsouranis;DM;77;78;1;false;false
2014;NGA;Ogenyi Onazi;DM;77;78;1;false;false
2018;FRA;Presnel Kimpembe;CB;77;78;1;false;false
2018;RUS;Mário Fernandes;RB;77;78;1;false;false
2018;SUI;Haris Seferović;ST;77;78;1;false;false
2018;SWE;Ola Toivonen;ST;77;78;1;false;false
2018;URU;Carlos A. Sánchez;DM;77;78;1;false;false
2022;SEN;Cheikhou Kouyaté;DM;77;78;1;false;false
2022;SRB;Nemanja Maksimović;DM;77;78;1;false;false
2022;SRB;Saša Lukić;CM;77;78;1;false;false
1990;TCH;František Straka;RB;76;77;1;false;false
1990;TCH;Ivo Knoflíček;LW;76;77;1;false;false
1990;TCH;Stanislav Griga;ST;76;77;1;false;false
1994;GER;Stefan Kuntz;ST;76;77;1;false;false
1994;NGA;Sunday Oliseh;DM;76;77;1;false;false
1994;USA;Earnie Stewart;ST;76;77;1;false;false
1998;CHI;Pedro Reyes;CB;76;77;1;false;false
1998;GER;Olaf Thon;DM;76;77;1;false;false
1998;NGA;Wilson Oruma;AM;76;77;1;false;false
2002;ARG;José Chamot;CB;76;77;1;false;false
2002;ENG;Owen Hargreaves;DM;76;77;1;false;false
2002;GER;Sebastian Kehl;DM;76;77;1;false;false
2002;IRL;Matt Holland;CM;76;77;1;false;false
2002;NGA;Julius Aghahowa;ST;76;77;1;false;false
2006;CIV;Bakari Koné;ST;76;77;1;false;false
2006;CZE;David Rozehnal;CB;76;77;1;false;false
2006;ECU;Segundo Castillo;DM;76;77;1;false;false
2006;UKR;Vladyslav Vashchuk;CB;76;77;1;false;false
2006;UKR;Andriy Husin;CM;76;77;1;false;false
2010;ARG;Jonás Gutiérrez;RM;76;77;1;false;false
2010;CIV;Guy Demel;RB;76;77;1;false;false
2010;GRE;Dimitris Salpingidis;ST;76;77;1;false;false
2014;MEX;Carlos Salcido;LB;76;77;1;false;false
2014;URU;Walter Gargano;DM;76;77;1;false;false
2014;URU;Nicolás Lodeiro;AM;76;77;1;false;false
2018;ARG;Enzo Pérez;CM;76;77;1;false;false
2018;ARG;Cristian Pavón;RW;76;77;1;false;false
2018;CRO;Ivan Strinić;LB;76;77;1;false;false
2018;FRA;Steve Mandanda;GK;76;77;1;false;false
2018;MAR;Nordin Amrabat;RW;76;77;1;false;false
2018;RUS;Fyodor Smolov;ST;76;77;1;false;false
2018;URU;Maxi Pereira;RB;76;77;1;false;false
2018;URU;Diego Laxalt;LB;76;77;1;false;false
2018;URU;Cristhian Stuani;ST;76;77;1;false;false
2022;ECU;Félix Torres;CB;76;77;1;false;false
2022;ECU;Ángelo Preciado;RB;76;77;1;false;false
2022;SRB;Miloš Veljković;CB;76;77;1;false;false
1998;CHI;Marcelo Vega;AM;75;76;1;false;false
1998;PAR;M. Benítez;ST;75;76;1;false;false
2006;ARG;Rodrigo Palacio;ST;75;76;1;false;false
2006;BRA;Ricardinho;CM;75;76;1;false;false
2006;CZE;Libor Sionko;RM;75;76;1;false;false
2006;NED;Ryan Babel;LW;75;76;1;false;false
2006;SUI;Christoph Spycher;LB;75;76;1;false;false
2006;UKR;Oleh Shelayev;DM;75;76;1;false;false
2006;UKR;Ruslan Rotan;CM;75;76;1;false;false
2010;CIV;Siaka Tiéné;LB;75;76;1;false;false
2010;ENG;Shaun Wright-Phillips;RM;75;76;1;false;false
2010;JPN;Yoshito Ōkubo;ST;75;76;1;false;false
2010;POR;Miguel;RB;75;76;1;false;false
2014;BEL;Nicolas Lombaerts;CB;75;76;1;false;false
2014;CHI;Carlos Carmona;DM;75;76;1;false;false
2014;CIV;Serey Dié;DM;75;76;1;false;false
2014;GRE;Giorgos Tzavellas;LB;75;76;1;false;false
2014;MEX;Diego Reyes;CB;75;76;1;false;false
2014;NED;Leroy Fer;CM;75;76;1;false;false
2014;SUI;Gelson Fernandes;DM;75;76;1;false;false
2014;URU;Abel Hernández;ST;75;76;1;false;false
2018;CRO;Duje Ćaleta-Car;CB;75;76;1;false;false
2018;MAR;Amine Harit;AM;75;76;1;false;false
2018;SUI;Steven Zuber;LM;75;76;1;false;false
2018;URU;Sebastián Coates;CB;75;76;1;false;false
2022;SRB;Marko Grujić;CM;75;76;1;false;false
2022;SRB;Nemanja Radonjić;RW;75;76;1;false;false
1990;ARG;Pedro Troglio;CM;74;75;1;false;false
1990;CMR;André Kana-Biyik;CB;74;75;1;false;false
1990;CMR;Louis-Paul M'Fédé;AM;74;75;1;false;false
1990;ENG;Gary Stevens;RB;74;75;1;false;false
1990;ROU;Mircea Rednic;RB;74;75;1;false;false
1990;ROU;Rodion Cămătaru;ST;74;75;1;false;false
1994;BRA;Ricardo Rocha;CB;74;75;1;false;false
1994;BUL;Tsanko Tsvetanov;LB;74;75;1;false;false
1994;NGA;Ben Iroha;LB;74;75;1;false;false
1994;NGA;Efan Ekoku;ST;74;75;1;false;false
1994;USA;Roy Wegerle;ST;74;75;1;false;false
1994;USA;Cobi Jones;RW;74;75;1;false;false
1998;CHI;Ronald Fuentes;CB;74;75;1;false;false
1998;CHI;Francisco Rojas;CB;74;75;1;false;false
1998;CHI;Nelson Parraguez;DM;74;75;1;false;false
1998;CHI;Miguel Ramírez;DM;74;75;1;false;false
1998;CHI;Luis Musrri;DM;74;75;1;false;false
1998;COL;Santa;CB;74;75;1;false;false
1998;COL;Wílmer Cabrera;LB;74;75;1;false;false
1998;PAR;Carlos Paredes;DM;74;75;1;false;false
2002;CMR;Pierre Womé;LB;74;75;1;false;false
2002;ENG;David James;GK;74;75;1;false;false
2002;FRA;Alain Boghossian;CM;74;75;1;false;false
2002;JPN;Atsushi Yanagisawa;ST;74;75;1;false;false
2002;MEX;Salvador Carmona;RB;74;75;1;false;false
2002;POR;Rui Jorge;LB;74;75;1;false;false
2002;TUR;Fatih Akyel;RB;74;75;1;false;false
2002;TUR;Arif Erdem;ST;74;75;1;false;false
2002;USA;Eddie Lewis;LM;74;75;1;false;false
2006;CZE;Jaroslav Plašil;CM;74;75;1;false;false
2006;FRA;Pascal Chimbonda;RB;74;75;1;false;false
2010;ARG;Clemente Rodríguez;LB;74;75;1;false;false
2010;ENG;Robert Green;GK;74;75;1;false;false
2010;GER;Cacau;ST;74;75;1;false;false
2010;GHA;John Pantsil;RB;74;75;1;false;false
2010;GRE;Alexandros Tziolis;DM;74;75;1;false;false
2010;JPN;Eiji Kawashima;GK;74;75;1;false;false
2010;KOR;Kim Jung-woo;CM;74;75;1;false;false
2010;PAR;Denis Caniza;RB;74;75;1;false;false
2014;GHA;Jonathan Mensah;CB;74;75;1;false;false
2014;GRE;Alexandros Tziolis;DM;74;75;1;false;false
2014;MEX;Javier Aquino;LW;74;75;1;false;false
2014;SUI;Steve von Bergen;CB;74;75;1;false;false
2018;COL;Johan Mojica;LB;74;75;1;false;false
2018;FRA;Adil Rami;CB;74;75;1;false;false
2018;KOR;Kim Seung-gyu;GK;74;75;1;false;false
2018;MAR;Mehdi Carcela;RW;74;75;1;false;false
2018;SUI;Michael Lang;RB;74;75;1;false;false
2018;SUI;Blerim Džemaili;CM;74;75;1;false;false
2022;AUS;Ajdin Hrustic;AM;74;75;1;false;false
2022;KOR;Jo Hyeon-woo;GK;74;75;1;false;false
2022;SEN;Fodé Ballo-Touré;LB;74;75;1;false;false
2022;SRB;Darko Lazović;LM;74;75;1;false;false
1994;NGA;Mutiu Adepoju;CM;73;74;1;false;false
1998;ARG;Rafael Pineda;CB;73;74;1;false;false
1998;ARG;Fernando Paz;CB;73;74;1;false;false
1998;CHI;Moisés Villarroel;DM;73;74;1;false;false
1998;CHI;Mauricio Aros;LM;73;74;1;false;false
1998;CHI;Fernando Cornejo;CM;73;74;1;false;false
1998;CRO;Goran Jurić;CB;73;74;1;false;false
1998;CRO;Zoran Mamić;RB;73;74;1;false;false
1998;CRO;Silvio Marić;AM;73;74;1;false;false
1998;ENG;Tim Flowers;GK;73;74;1;false;false
2002;GER;Gerald Asamoah;ST;73;74;1;false;false
2006;CIV;Cyril Domoraud;CB;73;74;1;false;false
2006;NED;Jan Kromkamp;RB;73;74;1;false;false
2006;POR;Quim;GK;73;74;1;false;false
2006;SUI;Stéphane Grichting;CB;73;74;1;false;false
2010;CIV;Steve Gohouri;CB;73;74;1;false;false
2010;CIV;Jean-Jacques Gosso;DM;73;74;1;false;false
2010;JPN;Yūichi Komano;LB;73;74;1;false;false
2010;NED;Michel Vorm;GK;73;74;1;false;false
2014;BEL;Anthony Vanden Borre;RB;73;74;1;false;false
2014;CIV;Constant Djakpa;LB;73;74;1;false;false
2014;CRC;Yeltsin Tejeda;DM;73;74;1;false;false
2018;CRO;Josip Pivarić;LB;73;74;1;false;false
2018;ENG;Jack Butland;GK;73;74;1;false;false
2018;SUI;Gelson Fernandes;DM;73;74;1;false;false
2018;SWE;Marcus Rohdén;CM;73;74;1;false;false
2022;ECU;Diego Palacios;LB;73;74;1;false;false
2022;ECU;Ayrton Preciado;LW;73;74;1;false;false
2022;ECU;Michael Estrada;ST;73;74;1;false;false
2022;JPN;Takuma Asano;ST;73;74;1;false;false
2022;MAR;Abde Ezzalzouli;LW;73;74;1;false;false
1990;ARG;Néstor Lorenzo;CB;72;73;1;false;false
1990;ARG;Pedro Monzón;CB;72;73;1;false;false
1990;COL;Alexis Mendoza;CB;72;73;1;false;false
1994;BUL;Ivaylo Yordanov;RM;72;73;1;false;false
1994;COL;Hernán Gaviria;CM;72;73;1;false;false
1994;ITA;Lorenzo Minotti;CB;72;73;1;false;false
1998;CHI;Marcelo Ramírez;GK;72;73;1;false;false
1998;CHI;Manuel Neira;ST;72;73;1;false;false
1998;CHI;Rodrigo Barrera;ST;72;73;1;false;false
1998;COL;Pérez;DM;72;73;1;false;false
1998;CRO;Krunoslav Jurčić;DM;72;73;1;false;false
2002;ARG;Roberto Bonano;GK;72;73;1;false;false
2002;CMR;Raymond Kalla;CB;72;73;1;false;false
2002;DEN;Peter Løvenkrands;LW;72;73;1;false;false
2002;ESP;Sergio;CM;72;73;1;false;false
2002;ESP;Albert Luque;LW;72;73;1;false;false
2006;ECU;Christian Lara;CM;72;73;1;false;false
2006;ENG;Theo Walcott;RW;72;73;1;false;false
2006;UKR;Andriy Pyatov;GK;72;73;1;false;false
2006;UKR;Dmytro Chyhrynskyi;CB;72;73;1;false;false
2010;CIV;Benjamin Angoua;CB;72;73;1;false;false
2010;ENG;Michael Dawson;CB;72;73;1;false;false
2010;GER;Hans-Jörg Butt;GK;72;73;1;false;false
2010;GHA;Samuel Inkoom;RB;72;73;1;false;false
2010;MEX;Adolfo Bautista;AM;72;73;1;false;false
2014;CHI;José Pedro Fuenzalida;RM;72;73;1;false;false
2014;CHI;Esteban Paredes;ST;72;73;1;false;false
2014;COL;Carlos Valdés;CB;72;73;1;false;false
2014;CRC;Marco Ureña;ST;72;73;1;false;false
2014;GER;Matthias Ginter;CB;72;73;1;false;false
2014;GER;Christoph Kramer;DM;72;73;1;false;false
2018;COL;Farid Díaz;LB;72;73;1;false;false
2018;CRO;Filip Bradarić;CM;72;73;1;false;false
2018;JPN;Tomoaki Makino;CB;72;73;1;false;false
2018;JPN;Wataru Endō;DM;72;73;1;false;false
2018;JPN;Ryota Oshima;CM;72;73;1;false;false
2018;KOR;Kim Jin-hyeon;GK;72;73;1;false;false
2018;KOR;Lee Yong;RB;72;73;1;false;false
2018;MAR;Hamza Mendyl;LB;72;73;1;false;false
2022;AUS;Miloš Degenek;CB;72;73;1;false;false
2022;SEN;Alfred Gomis;GK;72;73;1;false;false
1998;CHI;Carlos Tejas;GK;71;72;1;false;false
2002;ESP;Juanfran;LB;71;72;1;false;false
2006;NED;Henk Timmer;GK;71;72;1;false;false
2006;SUI;David Degen;RM;71;72;1;false;false
2018;BEL;Koen Casteels;GK;71;72;1;false;false
2018;ENG;Nick Pope;GK;71;72;1;false;false
1998;CRO;Marijan Mrmić;GK;70;71;1;false;false
1998;CRO;Anthony Šerić;LB;70;71;1;false;false
2002;DEN;Peter Kjær;GK;70;71;1;false;false
2002;KOR;Lee Min-sung;RB;70;71;1;false;false
2002;MEX;Melvin Brown;CB;70;71;1;false;false
2002;SEN;Alassane N'Dour;CB;70;71;1;false;false
2002;TUR;Ergün Penbe;DM;70;71;1;false;false
2006;SUI;Fabio Coltorti;GK;70;71;1;false;false
2010;GHA;Jonathan Mensah;CB;70;71;1;false;false
2010;JPN;Daiki Iwamasa;CB;70;71;1;false;false
2010;PAR;Diego Barreto;GK;70;71;1;false;false
2014;CHI;Johnny Herrera;GK;70;71;1;false;false
2014;COL;Camilo Vargas;GK;70;71;1;false;false
2014;COL;Carlos Carbonero;CM;70;71;1;false;false
2014;CRC;David Myrie;RB;70;71;1;false;false
2014;CRC;Randall Brenes;ST;70;71;1;false;false
2018;JPN;Kosuke Nakamura;GK;70;71;1;false;false
2018;KOR;Hong Chul;LB;70;71;1;false;false
2022;KOR;Song Bum-keun;GK;70;71;1;false;false
2022;MAR;El Khannouss;CM;70;71;1;false;false
2022;MAR;Walid Cheddira;ST;70;71;1;false;false
2010;JPN;Kisho Yano;ST;69;70;1;false;false
2018;KOR;Moon Seon-min;RW;69;70;1;false;false
2022;AUS;Cameron Devlin;CM;69;70;1;false;false
1998;CRO;Vladimir Vasilj;GK;68;69;1;false;false
2002;CMR;Joël Epalle;CM;68;69;1;false;false
2022;AUS;Joel King;ST;68;69;1;false;false
2022;MAR;Ahmed Reda Tagnaouti;GK;68;69;1;false;false
2022;CRC;Brandon Aguilera;CM;67;68;1;false;false
1994;USA;Mike Burns;RB;66;67;1;false;false
2002;TUR;Zafer Özgültekin;GK;66;67;1;false;false
2010;GHA;Daniel Agyei;GK;66;67;1;false;false
2022;ARG;Lionel Messi;AM;99;99;0;true;true
1998;FRA;Zinedine Zidane;AM;95;95;0;true;true
2006;ITA;Gianluigi Buffon;GK;95;95;0;true;true
2010;ESP;Xavi;CM;94;94;0;true;true
2018;ARG;Lionel Messi;RW;94;94;0;true;true
2010;ARG;Lionel Messi;RW;93;93;0;true;true
2010;ESP;Andrés Iniesta;CM;93;93;0;true;true
2018;POR;Cristiano Ronaldo;ST;93;93;0;true;true
2018;BEL;Eden Hazard;LW;92;92;0;true;true
2022;CRO;Luka Modrić;CM;92;92;0;true;true
2006;ITA;Andrea Pirlo;DM;91;91;0;true;true
2010;ESP;David Villa;ST;91;91;0;true;false
2014;GER;Philipp Lahm;RB;91;91;0;true;true
2018;ESP;Andrés Iniesta;CM;91;91;0;true;true
2006;ITA;Francesco Totti;AM;90;90;0;true;true
2018;ESP;Sergio Busquets;DM;90;90;0;true;false
2018;FRA;Antoine Griezmann;AM;90;90;0;true;false
1998;ITA;Alessandro Del Piero;ST;89;89;0;false;true
2006;UKR;Andriy Shevchenko;ST;89;89;0;false;true
2018;ARG;Sergio Agüero;ST;89;89;0;false;true
2022;KOR;Son Heung-min;LW;89;89;0;false;true
1994;ROU;Gheorghe Hagi;AM;88;88;0;false;true
2002;ITA;Gianluigi Buffon;GK;88;88;0;false;true
2010;ARG;Carlos Tévez;ST;88;88;0;false;false
2010;ENG;Steven Gerrard;CM;88;88;0;false;true
2010;NED;Robin van Persie;ST;88;88;0;false;true
2014;ARG;Ángel Di María;RW;88;88;0;false;false
2014;FRA;Karim Benzema;ST;88;88;0;false;true
2014;GER;Bastian Schweinsteiger;CM;88;88;0;false;true
2018;BRA;Philippe Coutinho;AM;88;88;0;false;false
1990;GER;Jürgen Klinsmann;ST;87;87;0;false;false
2006;NED;Ruud van Nistelrooy;ST;87;87;0;false;true
2014;CHI;Arturo Vidal;CM;87;87;0;false;true
2014;GER;Mesut Özil;AM;87;87;0;false;false
2018;BRA;Casemiro;DM;87;87;0;false;false
2018;COL;James Rodríguez;AM;87;87;0;false;true
2018;ESP;Jordi Alba;LB;87;87;0;false;false
2022;SEN;Kalidou Koulibaly;CB;87;87;0;false;false
1998;NED;Edgar Davids;DM;86;86;0;false;false
2002;ITA;Alessandro Del Piero;ST;86;86;0;false;true
2002;ITA;Christian Vieri;ST;86;86;0;false;false
2006;ARG;Hernán Crespo;ST;86;86;0;false;false
2006;NED;Arjen Robben;LW;86;86;0;false;true
2014;BEL;Vincent Kompany;CB;86;86;0;false;false
2014;BRA;David Luiz;CB;86;86;0;false;false
2022;KOR;Kim Min-jae;CB;86;86;0;false;false
1998;CHI;Iván Zamorano;ST;85;85;0;false;true
1998;ITA;Christian Vieri;ST;85;85;0;false;false
2002;BRA;Lúcio;CB;85;85;0;false;false
2006;FRA;Claude Makélélé;DM;85;85;0;false;false
2006;POR;Cristiano Ronaldo;RW;85;85;0;false;true
2010;ESP;David Silva;AM;85;85;0;false;false
2010;MEX;Rafael Márquez;CB;85;85;0;false;false
2014;BRA;Oscar;AM;85;85;0;false;false
2018;BEL;Vincent Kompany;CB;85;85;0;false;false
2018;ESP;Dani Carvajal;RB;85;85;0;false;false
2022;BRA;Éder Militão;CB;85;85;0;false;false
1998;GER;Oliver Bierhoff;ST;84;84;0;false;false
1998;NED;Clarence Seedorf;CM;84;84;0;false;false
2002;ESP;Fernando Hierro;CB;84;84;0;false;false
2002;ESP;Fernando Morientes;ST;84;84;0;false;false
2002;GER;Miroslav Klose;ST;84;84;0;false;true
2006;CIV;Kolo Touré;CB;84;84;0;false;false
2006;FRA;Lilian Thuram;CB;84;84;0;false;false
2010;NED;Rafael van der Vaart;AM;84;84;0;false;false
2010;POR;Pepe;CB;84;84;0;false;false
2014;COL;Juan Cuadrado;RW;84;84;0;false;false
2014;GER;Mario Götze;AM;84;84;0;false;false
2014;MEX;Javier Hernández;ST;84;84;0;false;false
2014;NGA;Vincent Enyeama;GK;84;84;0;false;true
2018;BRA;Gabriel Jesus;ST;84;84;0;false;false
2018;COL;Radamel Falcao;ST;84;84;0;false;true
2018;CRO;Mario Mandžukić;ST;84;84;0;false;false
2018;ENG;Kyle Walker;RB;84;84;0;false;false
2018;ESP;Marco Asensio;LW;84;84;0;false;false
2022;CRC;Keylor Navas;GK;84;84;0;false;true
2022;FRA;Theo Hernández;LB;84;84;0;false;false
2022;SRB;Dušan Vlahović;ST;84;84;0;false;false
1994;ITA;Gianluca Pagliuca;GK;83;83;0;false;false
1998;ARG;Claudio López;ST;83;83;0;false;false
1998;ENG;Sol Campbell;CB;83;83;0;false;false
1998;ITA;Gianluca Pagliuca;GK;83;83;0;false;false
1998;ITA;Alessandro Nesta;CB;83;83;0;false;false
1998;NED;Phillip Cocu;CM;83;83;0;false;false
2002;POR;Pauleta;ST;83;83;0;false;false
2006;ARG;Pablo Aimar;AM;83;83;0;false;false
2006;AUS;Harry Kewell;LW;83;83;0;false;false
2006;BRA;Gilberto Silva;DM;83;83;0;false;false
2006;BRA;Juninho Pernambucano;CM;83;83;0;false;false
2006;ENG;Sol Campbell;CB;83;83;0;false;false
2006;FRA;William Gallas;CB;83;83;0;false;false
2006;ITA;Gennaro Gattuso;DM;83;83;0;false;false
2010;GER;Thomas Müller;RM;83;83;0;false;false
2014;BEL;Toby Alderweireld;CB;83;83;0;false;false
2014;BEL;Axel Witsel;DM;83;83;0;false;false
2014;BEL;Kevin De Bruyne;AM;83;83;0;false;false
2014;BRA;Hulk;RW;83;83;0;false;false
2014;FRA;Blaise Matuidi;CM;83;83;0;false;false
2014;SUI;Xherdan Shaqiri;RW;83;83;0;false;false
2018;SUI;Yann Sommer;GK;83;83;0;false;false
2022;SRB;Aleksandar Mitrović;ST;83;83;0;false;false
1990;ENG;Peter Shilton;GK;82;82;0;false;true
1990;TCH;Tomáš Skuhravý;ST;82;82;0;false;false
1994;BRA;Cafu;RB;82;82;0;false;true
1994;BRA;Mauro Silva;DM;82;82;0;false;false
1994;ROU;Ilie Dumitrescu;AM;82;82;0;false;false
1994;SWE;Thomas Ravelli;GK;82;82;0;false;false
1998;ITA;Fabio Cannavaro;CB;82;82;0;false;false
1998;ITA;Demetrio Albertini;CM;82;82;0;false;false
1998;NED;Ronald de Boer;AM;82;82;0;false;false
1998;YUG;Dejan Savićević;AM;82;82;0;false;false
2002;ESP;Carles Puyol;CB;82;82;0;false;false
2002;ITA;Gianluca Zambrotta;LB;82;82;0;false;false
2006;CZE;Jan Koller;ST;82;82;0;false;false
2006;ENG;Paul Robinson;GK;82;82;0;false;false
2006;POR;Simão;LW;82;82;0;false;false
2010;POR;Raul Meireles;CM;82;82;0;false;false
2014;BRA;Júlio César;GK;82;82;0;false;false
2014;CIV;Wilfried Bony;ST;82;82;0;false;false
2014;COL;Fredy Guarín;CM;82;82;0;false;false
2014;FRA;Patrice Evra;LB;82;82;0;false;false
2014;FRA;Olivier Giroud;ST;82;82;0;false;false
2014;GER;Per Mertesacker;CB;82;82;0;false;false
2014;GRE;Sokratis Papastathopoulos;CB;82;82;0;false;false
2014;NED;Nigel de Jong;DM;82;82;0;false;false
2018;CRO;Marcelo Brozović;DM;82;82;0;false;false
2018;FRA;Lucas Hernández;LB;82;82;0;false;false
2018;FRA;Olivier Giroud;ST;82;82;0;false;false
2018;POR;João Moutinho;CM;82;82;0;false;false
2022;ECU;Moisés Caicedo;DM;82;82;0;false;false
2022;SRB;Nikola Milenković;CB;82;82;0;false;false
1994;SWE;Stefan Schwarz;CM;81;81;0;false;false
1998;NGA;Sunday Oliseh;DM;81;81;0;false;false
2002;BRA;Edmílson;CB;81;81;0;false;false
2006;AUS;Mark Schwarzer;GK;81;81;0;false;false
2006;CIV;Didier Zokora;DM;81;81;0;false;false
2006;FRA;Florent Malouda;LM;81;81;0;false;false
2006;GER;Per Mertesacker;CB;81;81;0;false;false
2006;ITA;Marco Materazzi;CB;81;81;0;false;false
2010;MEX;Javier Hernández;ST;81;81;0;false;false
2010;POR;Simão;LW;81;81;0;false;false
2014;CIV;Kolo Touré;CB;81;81;0;false;false
2018;ARG;Éver Banega;CM;81;81;0;false;false
2018;COL;David Ospina;GK;81;81;0;false;false
2018;COL;Yerry Mina;CB;81;81;0;false;false
2018;ESP;Iago Aspas;ST;81;81;0;false;false
2022;JPN;Takehiro Tomiyasu;RB;81;81;0;false;false
1990;ENG;Des Walker;CB;80;80;0;false;false
1990;ENG;Bryan Robson;CM;80;80;0;false;true
